Flow_Duration,Protocol,Src_IP,Dst_IP,Total_Fwd_Packets,Total_Backward_Packets,Label
18134,TCP,144.19.27.206,172.24.233.41,14,16,Normal
32060,TCP,93.197.180.42,239.124.57.213,17,10,Normal
6503,TCP,172.30.18.48,192.168.111.248,1,9,Normal
48043,UDP,172.31.98.68,172.20.59.226,4,5,Normal
7109,TCP,192.168.166.12,235.215.95.9,10,8,Normal
22205,TCP,192.168.177.225,10.87.77.192,17,9,Normal
49815,TCP,246.247.118.117,192.168.193.204,10,11,Normal
21529,TCP,172.30.27.162,10.109.34.214,6,8,Normal
17863,UDP,10.80.59.67,192.168.224.44,3,7,Normal
6692,ICMP,172.16.129.90,10.74.7.20,3,4,Normal
44314,TCP,10.177.10.130,172.31.204.219,4,13,Normal
10257,TCP,10.13.214.253,10.109.245.194,3,6,Normal
25105,TCP,10.170.80.8,172.30.213.39,1,10,Normal
9886,TCP,124.147.58.217,192.168.32.21,13,8,Normal
18287,TCP,172.22.186.50,172.18.245.138,1,7,Normal
6683,TCP,192.168.248.56,10.105.225.25,12,6,Normal
15829,UDP,192.168.167.112,192.168.47.48,7,8,Normal
17247,TCP,192.168.5.161,192.168.175.130,9,5,Normal
26134,TCP,192.168.239.99,10.11.4.59,11,17,Normal
17408,TCP,10.236.150.103,172.31.157.185,14,3,Normal
16685,UDP,212.83.175.18,109.216.52.29,12,5,Normal
2590,TCP,87.93.250.167,172.28.161.48,10,4,Normal
10814,TCP,192.168.74.104,192.168.201.147,12,2,Normal
9255,UDP,192.168.145.192,192.168.0.54,4,7,Normal
13915,TCP,10.161.130.155,192.168.140.72,12,6,Normal
28495,UDP,172.16.236.51,10.170.73.130,7,7,Normal
11884,TCP,192.168.132.128,126.154.166.108,13,12,Normal
14396,UDP,192.168.45.180,192.168.36.11,4,4,Normal
7263,ICMP,192.168.193.11,104.246.93.127,5,1,Normal
21916,TCP,172.31.8.198,9.56.2.160,9,10,Normal
19057,TCP,172.18.200.251,10.1.55.149,13,6,Normal
32583,TCP,10.211.1.160,10.199.231.182,1,26,Attack
22331,UDP,172.21.192.194,192.168.31.38,7,1,Normal
13292,UDP,172.29.241.173,192.168.162.117,8,6,Normal
6081,UDP,10.155.170.118,10.167.105.41,11,3,Normal
20694,UDP,192.168.147.188,172.28.202.47,9,7,Normal
42844,TCP,192.168.46.212,10.132.77.239,19,13,Normal
23364,TCP,246.164.2.111,237.226.27.171,56,31,Attack
26259,TCP,10.81.191.233,172.31.106.79,9,15,Normal
10901,UDP,10.161.177.16,172.17.159.224,3,9,Normal
22181,UDP,10.37.163.151,172.30.79.242,26,12,Attack
33869,TCP,172.30.252.4,10.243.225.242,4,9,Normal
20421,TCP,192.168.201.150,172.30.150.235,8,3,Normal
10231,TCP,198.153.154.232,172.29.41.214,9,13,Normal
6093,UDP,192.168.185.213,154.178.2.131,7,5,Normal
22826,UDP,192.168.183.226,10.180.33.203,2,5,Normal
13787,TCP,10.241.110.71,65.166.226.88,19,10,Normal
21396,TCP,10.108.50.156,10.45.3.133,10,12,Normal
16933,TCP,192.168.15.211,10.46.134.182,18,15,Normal
14596,TCP,192.168.161.14,10.19.220.187,13,3,Normal
28598,ICMP,192.168.27.6,250.150.137.73,4,1,Normal
20010,TCP,22.163.81.16,152.187.234.162,9,6,Normal
24481,TCP,81.75.72.226,172.22.38.144,14,13,Normal
19827,TCP,172.26.181.229,150.199.10.74,8,12,Normal
35519,TCP,10.197.49.202,192.168.80.230,17,11,Normal
17054,ICMP,10.59.232.212,192.168.157.193,3,1,Normal
25224,TCP,10.115.35.205,10.196.249.54,8,13,Normal
15987,TCP,192.168.187.77,192.168.43.240,17,10,Normal
26161,TCP,192.168.207.185,10.178.114.19,9,11,Normal
8562,ICMP,10.146.19.171,172.23.10.193,1,3,Normal
13677,ICMP,172.27.231.148,10.182.180.227,4,2,Normal
14760,TCP,192.168.28.120,228.40.242.114,9,9,Normal
13986,TCP,172.21.38.33,10.51.221.150,3,6,Normal
31409,TCP,10.171.132.135,172.30.166.216,15,6,Normal
40680,TCP,172.31.143.52,172.19.167.61,23,8,Normal
12011,TCP,172.25.27.127,10.156.13.36,7,11,Normal
17234,UDP,164.7.86.160,16.8.79.227,9,9,Normal
8319,UDP,192.168.97.232,172.21.196.25,7,3,Normal
19496,TCP,201.48.203.134,163.205.253.118,9,14,Normal
11752,TCP,192.168.241.215,10.160.81.217,19,7,Normal
15702,TCP,10.29.1.235,170.2.60.35,11,15,Normal
19320,TCP,10.95.92.89,192.168.216.192,15,7,Normal
16749,TCP,87.57.76.48,28.158.140.5,6,7,Normal
21452,TCP,10.54.79.200,34.25.145.63,15,3,Normal
14568,ICMP,45.31.174.24,10.61.24.108,3,1,Normal
23081,TCP,172.21.157.132,10.51.18.168,27,23,Attack
13995,UDP,10.145.132.41,10.85.101.13,10,7,Normal
13712,TCP,172.30.121.118,192.168.205.92,16,6,Normal
6882,TCP,192.168.62.113,192.168.5.205,3,10,Normal
7085,TCP,192.168.138.15,108.47.30.124,11,7,Normal
19233,UDP,192.168.231.81,10.29.108.228,1,8,Normal
16848,TCP,172.16.228.201,10.150.74.2,1,12,Normal
13001,TCP,172.23.27.153,172.31.71.80,15,12,Normal
26726,UDP,172.16.68.251,236.144.11.21,7,0,Normal
6946,UDP,172.17.246.105,10.68.185.223,2,3,Normal
12841,TCP,192.168.75.156,141.186.172.242,20,13,Normal
21583,TCP,192.168.89.69,172.21.223.136,10,7,Normal
15791,TCP,98.177.171.128,192.168.247.167,12,13,Normal
9982,UDP,211.246.146.211,192.168.144.134,8,2,Normal
12285,TCP,194.175.25.230,192.168.154.6,18,11,Normal
22256,TCP,172.30.158.172,172.25.12.230,9,11,Normal
26845,TCP,58.134.138.152,172.17.117.6,17,11,Normal
20261,TCP,195.43.208.170,172.29.92.233,13,16,Normal
9528,UDP,192.168.131.38,192.168.32.221,5,3,Normal
9141,UDP,10.106.237.133,172.22.251.160,6,8,Normal
57371,TCP,10.83.37.109,10.215.8.132,55,31,Attack
8012,UDP,172.24.20.243,192.168.171.164,5,10,Normal
20941,TCP,192.168.37.177,172.30.160.248,6,8,Normal
19508,TCP,192.168.163.227,172.16.141.6,8,14,Normal
30212,TCP,10.8.125.198,10.113.227.194,37,49,Attack
36132,UDP,192.168.93.201,172.22.68.239,26,9,Attack
19454,TCP,192.168.73.76,52.240.160.106,10,7,Normal
39976,TCP,172.27.240.179,10.91.13.58,18,13,Normal
23764,UDP,60.154.42.235,10.163.232.208,2,7,Normal
16496,TCP,10.108.107.42,10.143.244.154,11,4,Normal
25395,UDP,10.198.240.32,76.140.48.158,5,5,Normal
18373,TCP,10.112.42.249,192.168.31.125,4,32,Attack
25669,TCP,172.24.55.94,10.248.132.175,12,8,Normal
36926,TCP,172.28.22.246,192.168.69.60,12,9,Normal
12797,TCP,192.168.84.3,194.30.120.125,6,7,Normal
21364,TCP,10.154.171.245,172.28.191.168,8,12,Normal
40571,TCP,10.102.166.170,172.17.236.30,6,7,Normal
27578,UDP,172.24.125.23,172.18.145.67,8,2,Normal
19657,UDP,10.197.92.173,192.168.117.85,6,6,Normal
18752,UDP,192.168.213.194,10.20.116.35,8,6,Normal
27585,TCP,144.91.230.65,92.176.197.105,8,5,Normal
20143,TCP,192.168.187.21,10.85.110.68,9,10,Normal
32642,TCP,192.168.238.155,192.168.57.169,10,5,Normal
17997,TCP,10.75.115.112,192.168.197.110,22,6,Normal
11760,UDP,246.164.188.203,172.21.193.66,3,4,Normal
17965,TCP,192.168.20.230,192.168.141.102,16,12,Normal
12679,TCP,202.150.239.77,251.119.203.243,20,5,Normal
18660,TCP,192.168.39.241,172.21.232.167,10,14,Normal
16808,TCP,10.241.111.235,192.168.246.112,6,14,Normal
40199,TCP,10.79.217.32,172.19.228.81,12,6,Normal
8718,TCP,192.168.27.9,172.17.220.174,3,12,Normal
18260,TCP,10.101.142.189,10.253.249.53,19,11,Normal
16436,TCP,10.37.43.126,163.230.108.240,13,11,Normal
61800,TCP,172.16.100.185,192.168.230.73,54,44,Attack
11069,UDP,172.27.229.251,10.190.203.219,1,5,Normal
14366,TCP,10.77.242.59,192.168.103.243,9,10,Normal
17919,TCP,172.27.230.52,250.251.78.221,10,11,Normal
11494,TCP,10.253.9.96,172.18.226.142,13,2,Normal
11760,TCP,10.0.9.24,172.31.187.0,1,13,Normal
18487,UDP,10.24.246.253,192.168.148.225,5,10,Normal
14377,TCP,42.165.169.165,10.228.209.129,16,2,Normal
7137,ICMP,172.27.48.172,172.24.185.76,2,2,Normal
12814,UDP,252.46.35.109,192.168.72.136,6,5,Normal
18700,TCP,192.168.224.56,145.187.61.19,6,11,Normal
19237,TCP,192.168.29.45,10.111.164.65,12,13,Normal
15589,TCP,10.234.110.105,136.67.148.186,11,7,Normal
24990,TCP,172.22.110.74,10.159.121.108,12,11,Normal
32179,TCP,132.15.61.171,172.20.233.168,12,14,Normal
30083,TCP,172.31.171.16,192.168.186.243,6,13,Normal
30203,TCP,10.135.22.199,192.168.249.144,6,12,Normal
16670,TCP,80.63.152.172,10.122.201.246,2,8,Normal
12078,TCP,161.152.74.196,192.168.217.114,16,8,Normal
52902,TCP,10.120.154.156,10.28.54.2,38,33,Attack
16670,ICMP,10.125.37.59,172.17.39.19,1,6,Attack
17151,TCP,172.21.124.143,192.168.188.153,7,13,Normal
17896,TCP,10.176.88.108,10.171.136.176,11,10,Normal
13190,ICMP,192.168.246.219,10.130.139.8,1,2,Normal
13181,TCP,10.0.31.102,192.168.199.230,11,3,Normal
17103,TCP,10.71.91.119,218.161.2.17,9,12,Normal
17377,TCP,10.38.244.237,172.17.64.25,12,12,Normal
12194,TCP,10.194.212.163,172.31.184.104,10,14,Normal
22896,UDP,172.26.184.123,182.87.192.152,12,1,Normal
17022,TCP,122.145.191.18,172.31.0.192,14,15,Normal
9648,TCP,192.168.202.142,192.168.105.211,14,9,Normal
10119,TCP,192.168.47.220,192.168.48.97,5,8,Normal
21497,TCP,172.26.242.124,10.170.12.240,9,13,Normal
19689,TCP,10.197.58.177,172.26.46.239,16,9,Normal
12295,UDP,10.154.117.45,162.9.60.63,4,0,Normal
20783,TCP,10.59.220.72,10.5.181.171,14,11,Normal
9893,TCP,10.14.88.141,192.168.92.249,1,11,Normal
7816,TCP,172.24.252.145,192.168.162.89,15,0,Normal
20640,UDP,10.180.165.222,10.110.29.50,4,11,Normal
16883,TCP,172.17.51.230,172.17.135.250,12,18,Normal
27269,TCP,192.168.61.165,192.168.206.247,12,14,Normal
27319,TCP,10.87.173.18,10.51.198.191,10,7,Normal
53396,UDP,10.132.194.254,10.44.246.36,7,18,Attack
31286,TCP,172.20.196.158,192.168.236.60,7,6,Normal
14373,UDP,172.19.199.146,192.168.232.188,7,15,Attack
33525,TCP,10.64.85.17,10.123.123.26,15,9,Normal
14668,UDP,10.218.17.67,10.181.185.244,6,9,Normal
21789,UDP,10.47.28.218,113.217.102.234,2,10,Normal
15947,TCP,172.26.131.200,77.86.94.140,5,9,Normal
18346,TCP,210.148.231.189,192.168.247.36,13,13,Normal
18416,TCP,192.168.18.35,192.168.174.150,4,10,Normal
33710,TCP,10.150.133.89,225.115.159.19,9,13,Normal
11521,TCP,10.152.110.200,186.55.215.6,8,2,Normal
13660,TCP,192.168.196.206,172.18.179.189,13,9,Normal
21755,ICMP,192.168.120.65,172.20.10.174,5,2,Normal
39215,TCP,38.184.73.221,172.29.176.115,7,13,Normal
12791,TCP,192.168.114.186,192.168.241.160,12,12,Normal
9275,TCP,192.168.37.186,10.71.214.215,8,8,Normal
20628,TCP,192.168.169.90,192.168.249.241,15,12,Normal
32087,TCP,164.6.96.136,192.168.235.136,1,12,Normal
23834,TCP,177.200.11.204,172.20.154.135,7,10,Normal
8189,TCP,150.202.19.156,10.158.57.100,4,13,Normal
15861,ICMP,10.228.63.42,192.168.112.177,3,1,Normal
11411,TCP,192.168.70.199,192.168.213.156,13,9,Normal
28244,ICMP,172.28.9.173,172.16.209.17,3,0,Normal
16773,TCP,252.142.217.251,192.168.126.184,6,7,Normal
15184,TCP,192.168.202.30,42.108.194.173,11,16,Normal
12923,TCP,10.221.175.126,171.196.177.45,12,13,Normal
38808,TCP,10.239.199.168,192.168.130.83,25,23,Attack
36757,UDP,183.36.244.146,192.168.225.212,14,13,Attack
21066,TCP,84.135.45.178,10.119.108.139,15,8,Normal
10503,TCP,172.19.207.51,172.31.64.200,10,12,Normal
15388,UDP,172.26.240.255,172.16.104.164,6,4,Normal
33843,TCP,172.19.179.186,10.160.1.60,34,51,Attack
14500,UDP,10.7.234.195,172.24.162.208,10,10,Normal
6503,TCP,10.204.163.188,10.90.96.200,5,11,Normal
32622,UDP,172.25.251.169,192.168.36.77,6,5,Normal
11634,TCP,192.168.220.225,172.22.58.22,4,15,Normal
27336,TCP,172.28.254.114,172.22.211.121,14,40,Attack
8395,TCP,10.224.185.203,172.27.53.208,10,6,Normal
23687,TCP,172.23.199.29,10.47.115.109,7,10,Normal
11325,UDP,192.168.136.167,252.22.139.84,6,6,Normal
7893,TCP,172.25.179.202,192.168.72.159,2,1,Normal
10761,TCP,10.138.59.85,172.22.192.236,3,13,Normal
29155,TCP,172.25.137.29,172.23.11.214,18,8,Normal
19461,UDP,192.168.92.134,172.24.186.44,10,6,Normal
17602,TCP,172.22.82.81,126.193.178.165,17,14,Normal
36318,UDP,172.28.190.37,172.22.6.7,4,6,Normal
20635,TCP,172.20.39.25,192.168.180.69,16,13,Normal
17832,UDP,172.28.98.93,192.168.90.147,10,5,Normal
53781,TCP,172.22.214.198,172.24.224.81,50,12,Attack
17768,TCP,10.196.58.173,172.26.129.234,5,16,Normal
29847,TCP,172.28.115.177,100.36.73.53,17,16,Normal
17719,TCP,192.168.215.200,172.31.240.254,11,6,Normal
8920,ICMP,91.104.135.39,10.55.18.19,2,3,Normal
2806,ICMP,172.18.2.240,74.146.47.83,1,1,Normal
26763,TCP,181.192.0.4,192.168.242.135,17,10,Normal
14854,UDP,10.27.142.206,172.23.249.59,6,7,Normal
9556,TCP,34.226.33.224,10.61.231.53,9,11,Normal
5424,TCP,14.140.228.104,172.22.4.59,1,2,Normal
21031,TCP,172.23.225.54,10.179.101.196,10,15,Normal
29928,TCP,91.186.147.61,115.168.148.123,37,29,Attack
12449,TCP,192.168.231.136,10.8.7.52,13,8,Normal
12177,TCP,10.81.34.137,10.131.198.129,4,12,Normal
14060,TCP,10.163.206.186,50.70.20.125,13,11,Normal
27287,UDP,172.30.119.147,10.120.49.177,4,9,Normal
25654,UDP,98.91.219.90,10.114.238.157,6,9,Normal
4881,TCP,99.131.11.53,192.168.175.37,1,8,Normal
58023,TCP,110.47.44.57,172.17.151.208,19,9,Normal
10744,UDP,172.21.150.21,172.20.175.249,1,3,Normal
15288,TCP,10.223.230.223,172.19.144.12,13,15,Normal
18982,UDP,10.56.219.186,192.168.24.170,7,8,Normal
20173,TCP,84.22.7.45,192.168.161.45,13,8,Normal
39252,TCP,192.168.159.90,172.20.134.160,15,13,Normal
29245,TCP,192.168.142.248,10.160.226.190,10,7,Normal
21697,UDP,10.87.138.98,172.31.168.95,2,7,Normal
30115,UDP,10.184.20.31,192.168.148.18,15,18,Attack
15235,TCP,192.168.69.126,10.125.240.54,13,11,Normal
15169,ICMP,10.197.248.218,10.19.198.20,2,0,Normal
22478,UDP,216.29.160.92,219.171.212.129,9,8,Normal
28282,TCP,192.168.101.59,231.201.1.54,23,7,Normal
10103,UDP,192.168.165.64,10.242.71.174,4,3,Normal
15507,TCP,10.84.70.215,10.108.16.48,11,13,Normal
39415,TCP,192.168.9.17,166.195.160.171,16,16,Normal
41053,TCP,172.20.104.15,192.168.72.93,13,5,Normal
21147,ICMP,234.27.49.39,192.168.238.171,3,0,Normal
12219,UDP,192.168.173.75,172.23.223.52,6,4,Normal
32218,TCP,192.168.88.121,34.100.76.55,14,11,Normal
25297,TCP,10.235.28.124,192.168.34.134,8,7,Normal
12245,TCP,198.243.183.172,172.22.96.117,12,11,Normal
10148,UDP,10.203.44.124,172.17.63.208,10,4,Normal
2486,UDP,172.17.81.168,167.146.176.5,7,3,Normal
9822,TCP,10.231.52.182,131.100.233.36,7,2,Normal
25315,TCP,192.168.123.57,122.94.101.182,8,15,Normal
27216,TCP,192.168.2.150,172.24.174.134,18,12,Normal
20286,TCP,192.168.25.128,65.74.216.16,16,13,Normal
23031,TCP,192.168.116.20,10.215.57.72,12,0,Normal
23609,TCP,10.201.37.68,171.10.30.168,22,9,Normal
29753,TCP,16.154.176.83,57.84.136.172,10,15,Normal
32526,TCP,192.168.50.226,172.23.70.60,12,20,Normal
56941,UDP,172.23.239.255,53.136.3.70,13,21,Attack
13435,TCP,10.95.52.197,172.18.84.200,10,10,Normal
38606,TCP,172.22.51.42,10.62.13.63,7,7,Normal
39243,UDP,192.168.161.111,192.168.98.84,12,7,Normal
10345,UDP,192.168.225.194,172.31.57.51,9,2,Normal
15965,TCP,192.168.193.72,172.22.102.66,4,6,Normal
32184,TCP,10.76.162.149,192.168.143.153,10,9,Normal
5172,TCP,10.210.80.220,10.53.148.197,13,14,Normal
20565,TCP,57.183.110.18,192.168.223.179,19,10,Normal
5590,TCP,10.253.56.131,10.205.104.108,7,12,Normal
24275,TCP,192.168.175.88,10.80.71.218,12,11,Normal
15500,TCP,244.149.158.237,172.21.238.98,17,8,Normal
17896,TCP,10.87.197.87,10.123.54.118,18,4,Normal
21348,UDP,172.27.187.79,172.19.145.34,10,4,Normal
7959,TCP,192.168.112.117,10.204.176.213,13,11,Normal
40358,TCP,223.78.32.212,192.168.209.31,10,7,Normal
18764,TCP,172.16.31.30,172.16.137.99,7,11,Normal
30023,UDP,172.31.246.185,43.119.70.229,10,10,Normal
34279,TCP,192.168.160.116,192.168.46.152,35,11,Attack
16002,TCP,198.246.214.70,79.7.0.216,14,3,Normal
44615,TCP,10.58.104.0,172.21.81.30,65,39,Attack
12328,TCP,167.152.243.0,172.26.236.53,7,3,Normal
7024,ICMP,10.124.36.109,10.135.106.113,1,2,Normal
5491,UDP,10.232.206.136,239.184.253.244,5,7,Normal
16099,TCP,172.21.179.204,118.186.132.85,16,7,Normal
17876,TCP,73.115.241.145,10.36.217.16,16,14,Normal
43909,TCP,10.231.102.194,172.29.140.141,14,12,Normal
22639,TCP,192.168.24.28,19.87.22.134,9,18,Normal
27667,TCP,225.18.234.217,192.168.69.122,24,24,Attack
17918,UDP,10.68.87.240,10.147.58.0,11,5,Normal
15142,UDP,229.206.156.182,172.20.62.48,7,2,Normal
11685,TCP,172.29.78.94,10.44.202.180,9,19,Normal
20586,TCP,172.24.7.221,192.168.62.45,10,15,Normal
12687,TCP,10.79.244.26,10.251.35.94,9,5,Normal
11789,TCP,192.168.111.89,172.19.74.204,8,12,Normal
24987,TCP,10.113.5.134,68.30.92.244,1,16,Normal
14782,UDP,192.168.39.13,192.168.20.121,9,5,Normal
8809,UDP,172.21.40.166,192.168.122.132,5,4,Normal
10458,TCP,172.17.29.127,192.168.24.251,17,3,Normal
22565,TCP,192.168.163.240,32.194.70.201,11,14,Normal
25767,TCP,10.67.133.249,172.29.19.107,7,22,Attack
21342,UDP,185.233.25.152,192.168.231.48,3,2,Normal
26951,TCP,10.249.248.206,192.168.89.166,13,12,Normal
19538,TCP,10.73.218.203,192.168.26.254,10,4,Normal
17181,TCP,10.170.170.214,192.168.127.138,7,11,Normal
14134,TCP,172.24.97.136,192.168.154.127,11,5,Normal
49004,TCP,192.168.106.168,172.23.76.195,9,13,Normal
17176,TCP,192.168.162.80,10.79.127.124,12,5,Normal
23667,TCP,10.208.59.90,10.130.133.148,13,7,Normal
15834,UDP,172.29.185.69,192.168.104.218,5,6,Normal
11675,TCP,10.78.12.127,172.28.86.243,6,8,Normal
48375,TCP,253.190.190.207,200.246.109.61,17,19,Normal
5803,UDP,248.40.253.12,10.208.37.161,2,3,Normal
15383,TCP,10.73.217.154,192.168.171.56,17,4,Normal
27983,TCP,192.168.206.100,10.21.22.117,11,17,Normal
25834,TCP,10.4.31.80,192.168.73.156,8,8,Normal
19037,TCP,192.168.7.250,173.252.173.74,5,12,Normal
10396,UDP,172.26.130.126,192.168.239.58,2,4,Normal
12820,TCP,192.168.182.100,184.111.223.67,5,8,Normal
17998,TCP,10.110.0.112,192.168.56.225,20,11,Normal
15064,TCP,172.30.162.119,172.29.251.91,13,11,Normal
33391,TCP,192.168.227.141,10.144.88.206,11,15,Normal
28434,TCP,172.25.131.164,10.135.17.250,15,4,Normal
15522,UDP,65.60.254.81,190.191.39.38,11,6,Normal
14929,UDP,10.76.228.131,172.25.219.147,9,1,Normal
29439,UDP,192.168.91.143,192.168.120.247,8,5,Normal
11807,TCP,69.164.28.120,10.38.155.124,8,14,Normal
20689,TCP,172.25.200.224,172.21.145.140,4,22,Normal
10925,UDP,192.168.201.102,144.212.243.37,4,7,Normal
19488,TCP,10.11.65.8,192.168.214.46,13,14,Normal
20801,TCP,51.133.54.165,172.21.93.102,20,8,Normal
7195,UDP,192.168.38.117,172.27.186.245,8,4,Normal
14525,TCP,172.23.87.4,10.41.211.84,7,10,Normal
11964,TCP,29.56.133.163,192.168.237.175,11,10,Normal
11969,UDP,33.114.31.234,176.173.224.248,6,6,Normal
21193,TCP,78.229.210.222,192.168.170.233,15,5,Normal
34433,TCP,49.64.3.228,192.168.32.11,14,16,Normal
25215,TCP,186.82.196.175,10.142.83.193,5,10,Normal
24301,ICMP,192.168.234.101,10.168.207.249,3,2,Normal
18276,TCP,172.23.165.241,69.193.218.24,16,14,Normal
13786,UDP,192.168.31.113,192.168.204.85,8,3,Normal
18694,TCP,172.23.154.84,51.227.85.231,10,15,Normal
13119,TCP,172.25.77.146,38.62.234.173,7,12,Normal
12821,TCP,192.168.51.53,80.66.41.114,16,12,Normal
17154,TCP,10.243.177.216,29.110.7.66,16,9,Normal
33610,TCP,10.135.121.115,172.20.175.184,11,17,Normal
35339,TCP,192.168.166.100,192.168.197.148,21,15,Normal
62969,TCP,10.22.43.239,158.22.81.94,14,7,Normal
5737,TCP,10.67.86.192,17.44.120.208,42,28,Attack
19897,UDP,253.83.148.27,10.84.116.1,11,6,Normal
20769,UDP,10.240.42.151,192.168.161.2,9,5,Normal
41385,TCP,172.30.97.87,18.125.108.34,1,15,Normal
30582,TCP,192.168.12.201,172.18.172.223,11,13,Normal
19495,TCP,10.226.211.45,10.213.37.201,10,16,Normal
19935,TCP,10.237.64.214,10.36.219.250,31,29,Attack
13556,TCP,172.21.238.234,51.107.71.144,12,3,Normal
11670,TCP,10.128.173.92,192.168.255.212,13,13,Normal
20680,TCP,115.203.164.115,172.25.240.143,14,19,Normal
8338,TCP,172.22.106.58,70.67.59.12,7,3,Normal
3788,ICMP,10.211.183.146,10.163.55.102,1,2,Normal
20447,TCP,10.161.142.73,172.24.3.8,17,10,Normal
18407,TCP,172.20.217.240,10.109.229.86,9,15,Normal
40426,TCP,10.174.185.111,10.207.231.88,11,4,Normal
11629,TCP,172.21.23.175,209.251.3.96,16,12,Normal
23349,TCP,10.41.42.198,10.214.154.149,13,16,Normal
14892,TCP,10.114.50.56,172.28.50.189,11,11,Normal
14172,UDP,142.251.244.68,192.168.154.37,4,4,Normal
41366,TCP,192.168.156.170,10.229.30.213,9,12,Normal
8809,TCP,77.84.98.245,10.43.214.113,8,9,Normal
18184,TCP,172.26.247.241,10.235.82.100,10,9,Normal
8280,UDP,172.17.173.248,172.27.160.68,5,5,Normal
6412,ICMP,10.215.142.8,172.28.31.99,1,1,Normal
10368,UDP,107.189.191.2,172.18.130.130,7,6,Normal
32501,TCP,10.231.18.131,172.24.5.55,14,17,Normal
13417,TCP,223.199.123.217,10.132.250.211,4,8,Normal
24441,TCP,10.66.63.78,192.168.231.73,7,11,Normal
31139,UDP,71.63.181.27,192.168.157.104,10,3,Normal
22213,UDP,10.138.59.32,192.168.64.157,9,8,Normal
8170,UDP,10.193.164.30,192.168.49.113,9,5,Normal
24056,TCP,10.234.177.46,192.168.141.112,15,8,Normal
12643,UDP,192.168.25.33,192.168.179.86,10,6,Normal
14355,UDP,247.33.4.237,10.228.10.95,7,2,Normal
24801,TCP,172.25.186.153,10.26.215.192,12,5,Normal
6837,TCP,57.230.120.181,172.31.167.54,6,8,Normal
21058,TCP,172.22.110.55,172.28.86.66,11,5,Normal
8906,TCP,192.168.155.250,192.168.57.102,11,9,Normal
11348,TCP,192.168.20.150,10.251.134.45,9,8,Normal
30326,TCP,172.22.218.168,10.225.128.169,15,8,Normal
6093,UDP,172.20.182.226,192.168.4.103,9,5,Normal
17033,UDP,192.168.3.6,172.21.72.34,11,7,Normal
34030,UDP,10.44.240.63,172.29.219.2,18,10,Attack
18810,TCP,10.135.209.41,248.176.106.231,14,7,Normal
12895,TCP,10.164.224.74,10.105.145.225,4,12,Normal
13458,TCP,192.168.173.249,172.27.73.40,9,1,Normal
9986,UDP,192.168.113.201,192.168.212.171,7,8,Normal
24605,TCP,49.238.81.122,10.17.67.142,9,8,Normal
15484,ICMP,172.24.63.213,10.175.169.95,3,1,Normal
42706,TCP,192.168.195.120,10.79.119.88,11,13,Normal
13421,TCP,10.214.218.140,172.19.132.114,15,10,Normal
16774,UDP,174.87.234.155,172.26.28.40,2,7,Normal
13761,TCP,172.31.180.72,10.202.147.202,10,11,Normal
26975,ICMP,172.17.185.232,172.28.243.249,1,2,Normal
22111,TCP,172.29.11.5,58.249.61.103,7,11,Normal
43842,TCP,192.168.158.55,42.6.103.99,16,11,Normal
12083,TCP,10.253.151.225,172.30.49.236,13,10,Normal
14863,UDP,10.64.120.113,172.29.209.140,4,9,Normal
20063,TCP,172.31.68.75,172.19.8.223,17,8,Normal
37078,UDP,10.151.240.79,58.64.205.87,1,8,Normal
21933,UDP,172.28.68.125,192.168.183.161,2,7,Normal
25689,TCP,192.168.191.60,116.201.62.14,8,11,Normal
21739,UDP,172.31.70.165,10.127.65.43,4,6,Normal
20486,UDP,10.182.84.153,172.22.182.92,2,6,Normal
25043,TCP,85.44.40.228,172.27.108.190,11,12,Normal
12026,UDP,172.20.82.42,172.26.40.232,6,6,Normal
14750,TCP,251.139.50.77,192.168.195.134,10,11,Normal
16007,TCP,192.168.134.178,10.164.100.70,13,13,Normal
8953,TCP,172.29.58.160,141.98.204.98,6,9,Normal
24637,UDP,192.168.117.16,192.168.85.226,8,10,Normal
24503,TCP,172.28.110.53,192.168.50.36,21,4,Normal
7573,TCP,172.21.99.131,16.252.199.13,9,0,Normal
20117,TCP,10.74.157.109,172.23.39.38,22,11,Normal
12969,TCP,10.205.46.68,214.68.73.20,14,8,Normal
13344,UDP,54.5.68.178,10.155.213.77,7,8,Normal
9522,UDP,192.168.117.14,172.31.154.196,4,3,Normal
12629,TCP,172.24.67.3,172.29.143.150,10,10,Normal
19503,TCP,10.92.36.5,211.202.33.254,14,10,Normal
6555,ICMP,192.168.88.95,10.178.126.225,1,1,Normal
56855,TCP,201.218.208.249,192.168.191.138,42,37,Attack
29020,TCP,62.229.152.36,172.21.96.101,16,8,Normal
10322,ICMP,158.32.104.226,192.168.152.199,2,1,Normal
20716,UDP,172.29.49.66,10.136.29.22,11,4,Normal
51157,TCP,143.159.228.82,80.136.214.152,27,32,Attack
41503,TCP,172.20.134.112,10.102.207.185,65,18,Attack
9632,UDP,192.168.108.78,10.68.61.228,9,4,Normal
15547,TCP,10.60.216.238,61.169.47.200,12,13,Normal
21170,TCP,10.120.244.185,192.168.245.82,17,7,Normal
13932,UDP,10.238.78.22,10.213.5.118,10,6,Normal
16663,TCP,192.168.33.27,192.168.51.157,13,14,Normal
13309,TCP,192.168.75.237,216.210.178.210,8,13,Normal
24193,TCP,172.17.15.167,10.82.157.245,12,14,Normal
13970,TCP,140.83.59.157,192.168.104.228,13,9,Normal
